id,mail_id,mobile_number,query_heading,query_description,query_created_time,status,query_closed_time
10979,townsendjohn@example.net,2908464373,Login Issue,Two-factor authentication is not sending code.,2025-05-13 00:00:00,Closed,2025-05-14 00:00:00
10978,leonardarnold@example.com,8624555645,UI Feedback,Too many clicks to perform actions.,2025-04-26 00:00:00,Closed,2025-04-28 00:00:00
10977,summerstone@example.org,2443390364,Login Issue,Error 401 appearing on login.,2025-07-24 00:00:00,Closed,2025-07-26 00:00:00
10976,alexandria69@example.org,5128427661,Data Export,Export button missing from UI.,2025-06-05 00:00:00,Closed,2025-06-07 00:00:00
10975,tom10@example.com,6746428045,Payment Failure,Need GST invoice after payment.,2025-05-13 00:00:00,Closed,2025-05-14 00:00:00
10974,anne13@example.com,4316367755,Data Export,Fields are missing in exported report.,2025-05-14 00:00:00,Closed,2025-05-15 00:00:00
10973,john88@example.org,422937041,Account Suspension,"Got auto-ban, never violated terms.",2025-03-08 00:00:00,Closed,2025-03-10 00:00:00
10972,tiffanyrhodes@example.net,2548764043,UI Feedback,Graphs too compressed on mobile view.,2025-02-04 00:00:00,Closed,2025-02-05 00:00:00
10971,lwalker@example.org,3926670861,Data Export,Export button missing from UI.,2025-06-08 00:00:00,Closed,2025-06-14 00:00:00
10970,barbararios@example.org,901704301,Login Issue,App logs me out automatically.,2025-05-17 00:00:00,Closed,2025-05-22 00:00:00
10969,davidsonchristine@example.net,5791769992,Login Issue,Seeing 'invalid session token' error.,2025-03-08 00:00:00,Closed,2025-03-18 00:00:00
10968,paula53@example.org,5360464417,UI Feedback,Table headers not sticky.,2025-04-10 00:00:00,Closed,2025-04-17 00:00:00
10967,emilysuarez@example.net,8821391847,Payment Failure,Card declined despite funds.,2025-07-22 00:00:00,Closed,2025-07-23 00:00:00
10966,imacdonald@example.net,8548142730,Billing Problem,Bank deducted amount but dashboard shows unpaid.,2025-03-02 00:00:00,Closed,2025-03-08 00:00:00
10965,michael78@example.org,9579911797,Data Export,Need JSON export option.,2025-07-05 00:00:00,Closed,2025-07-17 00:00:00
10964,allisonmanning@example.net,190094862,UI Feedback,Table headers not sticky.,2025-03-25 00:00:00,Closed,2025-03-29 00:00:00
10963,smithgarrett@example.org,9396378578,Data Export,Zip file corrupted during export.,2025-02-24 00:00:00,Closed,2025-02-28 00:00:00
10962,allenbeck@example.net,2116070963,Technical Support,White screen on startup.,2025-06-16 00:00:00,Closed,2025-06-27 00:00:00
10961,amandaclark@example.org,2536502858,Feature Request,Can you include language translation?,2025-06-14 00:00:00,Closed,2025-06-16 00:00:00
10960,michaelunderwood@example.org,1618115396,Feature Request,Provide more chart types in dashboard.,2025-04-24 00:00:00,Closed,2025-05-01 00:00:00
10959,sclayton@example.net,3308634915,Payment Failure,Promo code not working during payment.,2025-05-06 00:00:00,Closed,2025-05-07 00:00:00
10958,hudsonjennifer@example.com,554526664,Subscription Cancellation,App locked after cancellation.,2025-04-14 00:00:00,Closed,2025-04-20 00:00:00
10957,amysummers@example.com,3870207722,Login Issue,Account seems to be disabled.,2025-02-04 00:00:00,Closed,2025-02-11 00:00:00
10956,drobinson@example.com,8342087923,Feature Request,Save filter views for reuse.,2025-02-19 00:00:00,Closed,2025-02-28 00:00:00
10955,westrobert@example.net,2772654882,Subscription Cancellation,Data wiped immediately after cancel.,2025-05-03 00:00:00,Closed,2025-05-09 00:00:00
10954,mitchelljoel@example.com,3958868681,Technical Support,Error 500 on accessing dashboard.,2025-04-08 00:00:00,Closed,2025-04-10 00:00:00
10953,nicholasmorris@example.net,8111291789,Login Issue,Error 401 appearing on login.,2025-02-12 00:00:00,Closed,2025-02-13 00:00:00
10952,saundersamy@example.com,7494358716,Feature Request,Save filter views for reuse.,2025-01-31 00:00:00,Closed,2025-02-04 00:00:00
10951,nreynolds@example.org,7789718403,Account Suspension,Got a warning mail I don’t understand.,2025-07-02 00:00:00,Closed,2025-07-11 00:00:00
10950,reedrichard@example.net,7052103698,Subscription Cancellation,Cannot downgrade before cancel.,2025-07-11 00:00:00,Closed,2025-07-12 00:00:00
10949,vasquezerik@example.net,5980821666,Payment Failure,Payment success mail delayed.,2025-07-11 00:00:00,Closed,2025-07-19 00:00:00
10948,kelly37@example.com,4892107783,Payment Failure,Payment success mail delayed.,2025-05-09 00:00:00,Closed,2025-05-13 00:00:00
10947,wattstheresa@example.org,6968040011,Payment Failure,Card declined despite funds.,2025-03-29 00:00:00,Closed,2025-04-06 00:00:00
10946,jennajenkins@example.net,3829237074,UI Feedback,Color scheme hard to read in sunlight.,2025-03-13 00:00:00,Closed,2025-03-22 00:00:00
10945,christine39@example.org,5053783649,Bug Report,Back button doesn’t work.,2025-02-13 00:00:00,Closed,2025-02-14 00:00:00
10944,maykatherine@example.com,4668731784,Account Suspension,"Got auto-ban, never violated terms.",2025-07-08 00:00:00,Closed,2025-07-12 00:00:00
10943,john37@example.org,8613995467,Login Issue,Session expires immediately after login.,2025-04-12 00:00:00,Closed,2025-04-13 00:00:00
10942,xsmith@example.net,6310985421,Subscription Cancellation,Cannot downgrade before cancel.,2025-03-29 00:00:00,Closed,2025-04-03 00:00:00
10941,olsensusan@example.com,8728870806,Bug Report,Chart not updating after data refresh.,2025-02-26 00:00:00,Closed,2025-03-10 00:00:00
10940,leejustin@example.org,6963903880,Account Suspension,Got a warning mail I don’t understand.,2025-03-29 00:00:00,Closed,2025-04-01 00:00:00
10939,jonathan12@example.org,1593730833,Subscription Cancellation,Cancel option not visible in settings.,2025-05-22 00:00:00,Closed,2025-05-23 00:00:00
10938,cwilliams@example.net,8760229809,Login Issue,App logs me out automatically.,2025-05-09 00:00:00,Closed,2025-05-12 00:00:00
10937,michellelarson@example.com,729231982,Account Suspension,Support says I’m blacklisted — why?,2025-07-01 00:00:00,Closed,2025-07-07 00:00:00
10936,richardsonshelly@example.com,5670968532,Technical Support,Feature working on web but not mobile.,2025-07-19 00:00:00,Closed,2025-07-21 00:00:00
10935,jasonharris@example.com,7387430185,UI Feedback,Tooltips not displaying on hover.,2025-03-27 00:00:00,Closed,2025-03-30 00:00:00
10934,scottvanessa@example.com,6512866984,Payment Failure,Payment gateway not redirecting.,2025-06-18 00:00:00,Closed,2025-06-21 00:00:00
10933,bakerhunter@example.net,1752559723,UI Feedback,Sidebar hides important links.,2025-02-05 00:00:00,Closed,2025-02-16 00:00:00
10932,ashlee70@example.org,1070134920,Billing Problem,Not receiving monthly bills via email.,2025-06-14 00:00:00,Closed,2025-06-17 00:00:00
10931,lesliejones@example.com,8075082788,Feature Request,Ability to bulk edit entries needed.,2025-05-01 00:00:00,Closed,2025-05-16 00:00:00
10930,qnorris@example.com,6098299385,Data Export,Need export in regional time zone.,2025-07-23 00:00:00,Closed,2025-08-03 00:00:00
10929,josephcalderon@example.org,4630661222,Bug Report,Date selector not responsive.,2025-06-06 00:00:00,Closed,2025-06-08 00:00:00
10928,alejandroedwards@example.com,9127885519,Account Suspension,"Got auto-ban, never violated terms.",2025-02-10 00:00:00,Closed,2025-02-13 00:00:00
10927,bsmith@example.org,1808344103,Subscription Cancellation,Need proof of cancellation for records.,2025-07-10 00:00:00,Closed,2025-07-14 00:00:00
10926,jonescraig@example.com,3120186115,Bug Report,Color scheme inconsistent.,2025-04-30 00:00:00,Closed,2025-05-06 00:00:00
10925,vaughnchristopher@example.org,1918038174,Bug Report,Back button doesn’t work.,2025-02-11 00:00:00,Closed,2025-02-12 00:00:00
10924,amitchell@example.com,3237465031,Billing Problem,Billing cycle was reset unexpectedly.,2025-03-04 00:00:00,Closed,2025-03-05 00:00:00
10923,nathanielbarron@example.net,377373697,Subscription Cancellation,Cancel option not visible in settings.,2025-02-21 00:00:00,Closed,2025-02-23 00:00:00
10922,kristindudley@example.org,1947355320,Bug Report,Back button doesn’t work.,2025-06-10 00:00:00,Closed,2025-06-13 00:00:00
10921,sotomichaela@example.net,3076489669,Account Suspension,Need help lifting restrictions.,2025-04-03 00:00:00,Closed,2025-04-09 00:00:00
10920,lauramills@example.com,4523684750,Login Issue,Forgot my password and reset isn’t working.,2025-06-11 00:00:00,Closed,2025-06-12 00:00:00
10919,craig10@example.org,3379605990,Technical Support,Notifications are not working.,2025-03-02 00:00:00,Closed,2025-03-07 00:00:00
10918,mauriceellis@example.net,7323400478,Account Suspension,How do I appeal a suspension?,2025-05-28 00:00:00,Closed,2025-06-05 00:00:00
10917,kennethrodriguez@example.net,769642878,Technical Support,White screen on startup.,2025-07-06 00:00:00,Closed,2025-07-07 00:00:00
10916,jennifer93@example.net,2387930341,Bug Report,Reports section not opening.,2025-05-08 00:00:00,Closed,2025-05-18 00:00:00
10915,erickelly@example.org,5751060846,Account Suspension,Need clarification on temporary lockout.,2025-02-21 00:00:00,Closed,2025-02-22 00:00:00
10914,veronicavincent@example.net,4951062156,Payment Failure,UPI transaction timed out.,2025-05-22 00:00:00,Closed,2025-05-27 00:00:00
10913,rparker@example.com,9277176428,Payment Failure,Need confirmation after retry.,2025-02-07 00:00:00,Closed,2025-02-09 00:00:00
10912,garycollins@example.org,2366880001,Billing Problem,Not receiving monthly bills via email.,2025-04-02 00:00:00,Closed,2025-04-20 00:00:00
10911,kimberly29@example.org,5066245570,Payment Failure,Promo code not working during payment.,2025-05-27 00:00:00,Closed,2025-05-28 00:00:00
10910,joshua67@example.com,2217060693,Subscription Cancellation,App locked after cancellation.,2025-05-29 00:00:00,Closed,2025-05-30 00:00:00
10909,qpeck@example.net,5190133697,Payment Failure,Didn’t receive invoice after payment.,2025-03-25 00:00:00,Opened,0001-01-01 00:00:00
10908,melissa79@example.com,2756921132,Subscription Cancellation,Received cancellation email but charged again.,2025-03-12 00:00:00,Closed,2025-03-26 00:00:00
10907,brandonferguson@example.com,2544888376,Technical Support,Feature working on web but not mobile.,2025-06-13 00:00:00,Closed,2025-06-16 00:00:00
10906,mcclainderek@example.com,5785381529,Subscription Cancellation,Subscription stuck in pending cancel state.,2025-03-20 00:00:00,Closed,2025-03-21 00:00:00
10905,wanda36@example.org,9695108091,Login Issue,Login page taking too long to load.,2025-06-03 00:00:00,Closed,2025-06-04 00:00:00
10904,hunter20@example.net,9613067007,Feature Request,Provide more chart types in dashboard.,2025-07-07 00:00:00,Closed,2025-07-13 00:00:00
10903,stephenward@example.com,5067432097,UI Feedback,Dropdowns too close together.,2025-04-11 00:00:00,Closed,2025-04-19 00:00:00
10902,jcummings@example.com,919809833,Payment Failure,Didn’t receive invoice after payment.,2025-02-18 00:00:00,Closed,2025-02-28 00:00:00
10901,stephenolson@example.org,8660386356,Data Export,Exported Excel has broken formatting.,2025-07-19 00:00:00,Closed,2025-07-20 00:00:00
10900,michael03@example.org,3577690362,Billing Problem,Billed for a cancelled plan.,2025-02-03 00:00:00,Opened,0001-01-01 00:00:00
10899,pnewman@example.net,6966982025,Technical Support,App crashes after update.,2025-02-21 00:00:00,Closed,2025-03-09 00:00:00
10898,gdouglas@example.net,8452027209,Bug Report,Exported file missing columns.,2025-03-22 00:00:00,Closed,2025-03-28 00:00:00
10897,ibell@example.net,7389966226,Technical Support,Can’t install latest update.,2025-06-14 00:00:00,Closed,2025-06-18 00:00:00
10896,daisyhill@example.net,5175641020,Account Suspension,Support says I’m blacklisted — why?,2025-05-11 00:00:00,Closed,2025-05-16 00:00:00
10895,jason50@example.com,8179340346,UI Feedback,Dropdowns too close together.,2025-02-16 00:00:00,Closed,2025-02-18 00:00:00
10894,stevenslinda@example.org,1297206105,Account Suspension,Account banned during payment process.,2025-03-19 00:00:00,Closed,2025-03-22 00:00:00
10893,brownlogan@example.org,2688230001,Technical Support,Getting JSON decode error.,2025-05-23 00:00:00,Closed,2025-05-25 00:00:00
10892,rossandrew@example.org,4859256617,UI Feedback,Dropdowns too close together.,2025-05-14 00:00:00,Closed,2025-05-24 00:00:00
10891,rchurch@example.com,372409536,Payment Failure,3D secure failed mid-payment.,2025-02-06 00:00:00,Closed,2025-02-08 00:00:00
10890,erik18@example.com,9564849553,Bug Report,Chart not updating after data refresh.,2025-06-19 00:00:00,Closed,2025-06-21 00:00:00
10889,whitedaniel@example.net,5387785758,Bug Report,Search bar resets randomly.,2025-03-31 00:00:00,Closed,2025-04-03 00:00:00
10888,barry18@example.org,3646174928,Billing Problem,Bill shows usage I didn’t make.,2025-01-30 00:00:00,Closed,2025-02-04 00:00:00
10887,christina96@example.net,3285807665,UI Feedback,Buttons overlap on smaller screens.,2025-03-20 00:00:00,Closed,2025-03-30 00:00:00
10886,jenniferbrock@example.org,6948802791,Feature Request,Can you include language translation?,2025-06-25 00:00:00,Closed,2025-06-26 00:00:00
10885,kara99@example.com,8526411632,Billing Problem,Charged extra on my last invoice.,2025-06-29 00:00:00,Closed,2025-07-07 00:00:00
10884,walkerthomas@example.com,294970043,Subscription Cancellation,App locked after cancellation.,2025-02-15 00:00:00,Closed,2025-02-25 00:00:00
10883,nberry@example.org,4538868031,Data Export,Export feature is not generating files.,2025-02-04 00:00:00,Closed,2025-02-13 00:00:00
10882,samuel35@example.org,3442045799,Account Suspension,How do I appeal a suspension?,2025-04-24 00:00:00,Closed,2025-05-01 00:00:00
10881,richard10@example.com,8969239770,Feature Request,Multi-user role system would help.,2025-07-20 00:00:00,Closed,2025-07-21 00:00:00
10880,qowens@example.net,7755330400,UI Feedback,Color scheme hard to read in sunlight.,2025-03-06 00:00:00,Closed,2025-03-14 00:00:00
10879,benjamin92@example.org,8500123323,Billing Problem,Amount charged doesn’t match pricing plan.,2025-03-08 00:00:00,Closed,2025-03-20 00:00:00
10878,waltersmith@example.net,3430780811,UI Feedback,Icons not intuitive.,2025-02-20 00:00:00,Closed,2025-02-23 00:00:00
10877,oliveranthony@example.com,4197222146,Technical Support,Slow performance during peak hours.,2025-05-14 00:00:00,Closed,2025-05-16 00:00:00
10876,rasmussenjeffrey@example.org,9099863388,Login Issue,Account locked after failed attempts.,2025-03-15 00:00:00,Closed,2025-03-16 00:00:00
10875,pstein@example.net,1822141534,Billing Problem,Late fee charged wrongly.,2025-07-11 00:00:00,Closed,2025-07-18 00:00:00
10874,leslievargas@example.net,5273672167,Billing Problem,Amount charged doesn’t match pricing plan.,2025-05-07 00:00:00,Closed,2025-05-10 00:00:00
10873,scott32@example.net,6679621361,Subscription Cancellation,App locked after cancellation.,2025-06-16 00:00:00,Closed,2025-06-19 00:00:00
10872,stephenswilliam@example.org,8319994963,Subscription Cancellation,Subscription stuck in pending cancel state.,2025-04-18 00:00:00,Closed,2025-04-20 00:00:00
10871,kayleedavis@example.net,2250254744,Bug Report,Search bar resets randomly.,2025-05-26 00:00:00,Closed,2025-06-11 00:00:00
10870,charles73@example.net,2489349076,Subscription Cancellation,Want refund for unused days.,2025-04-23 00:00:00,Closed,2025-04-28 00:00:00
10869,charlessmith@example.com,8080675802,Data Export,Need monthly data dump in CSV.,2025-07-04 00:00:00,Closed,2025-07-08 00:00:00
10868,michelepacheco@example.com,3340505150,Payment Failure,Payment gateway not redirecting.,2025-03-31 00:00:00,Closed,2025-04-07 00:00:00
10867,margaret21@example.net,7584540117,Subscription Cancellation,Was offered discount after cancel — still charged full.,2025-04-24 00:00:00,Closed,2025-04-28 00:00:00
10866,cameronlawrence@example.net,5011936496,Login Issue,Forgot my password and reset isn’t working.,2025-02-01 00:00:00,Closed,2025-02-07 00:00:00
10865,glee@example.net,1420414778,Billing Problem,Refund not credited after 7 days.,2025-07-27 00:00:00,Closed,2025-08-03 00:00:00
10864,shane33@example.org,8820311979,Feature Request,Include a mobile-first UI option.,2025-03-29 00:00:00,Closed,2025-04-02 00:00:00
10863,norrischristopher@example.com,6476935086,Technical Support,Can’t sync data across devices.,2025-01-29 00:00:00,Closed,2025-02-02 00:00:00
10862,tmorris@example.org,4480286637,UI Feedback,Font inconsistent across pages.,2025-02-16 00:00:00,Closed,2025-02-23 00:00:00
10861,gallegosmark@example.net,7678722057,Bug Report,Page crashes on click of ‘submit’.,2025-04-01 00:00:00,Closed,2025-04-03 00:00:00
10860,nathanielmurray@example.com,8110872416,Technical Support,Settings not saving properly.,2025-03-19 00:00:00,Closed,2025-04-03 00:00:00
10859,millerjoshua@example.org,1180929049,Technical Support,Freezing during screen load.,2025-02-10 00:00:00,Closed,2025-02-21 00:00:00
10858,jesseperry@example.org,834543869,Billing Problem,Billed for a cancelled plan.,2025-06-28 00:00:00,Closed,2025-07-02 00:00:00
10857,xgray@example.org,7949863765,Account Suspension,Need reason for my suspension.,2025-03-13 00:00:00,Closed,2025-03-15 00:00:00
10856,ptodd@example.org,9105238252,Subscription Cancellation,Cannot downgrade before cancel.,2025-07-18 00:00:00,Closed,2025-08-03 00:00:00
10855,mcdonaldjacqueline@example.net,1531521072,Data Export,Export button missing from UI.,2025-01-31 00:00:00,Closed,2025-02-01 00:00:00
10854,baileykevin@example.org,4070373873,Account Suspension,Can I restore my data after suspension?,2025-04-27 00:00:00,Closed,2025-05-06 00:00:00
10853,andersonelizabeth@example.net,8169677417,Technical Support,Graphs not rendering properly.,2025-03-25 00:00:00,Opened,0001-01-01 00:00:00
10852,erin46@example.com,8497417705,Billing Problem,Not receiving monthly bills via email.,2025-04-12 00:00:00,Closed,2025-04-15 00:00:00
10851,joseph85@example.com,9934850338,Technical Support,Slow performance during peak hours.,2025-05-29 00:00:00,Closed,2025-05-30 00:00:00
10850,lmiller@example.com,7573691829,Login Issue,Account seems to be disabled.,2025-07-21 00:00:00,Closed,2025-07-23 00:00:00
10849,onguyen@example.org,6328606017,Feature Request,Add folder structure to organize data.,2025-01-31 00:00:00,Closed,2025-02-01 00:00:00
10848,mullenanna@example.org,2894668932,Payment Failure,Didn’t receive invoice after payment.,2025-07-14 00:00:00,Closed,2025-07-18 00:00:00
10847,ian22@example.net,3518655684,Bug Report,Page crashes on click of ‘submit’.,2025-07-19 00:00:00,Closed,2025-07-23 00:00:00
10846,jeffreyreyes@example.org,1316885117,Data Export,Need monthly data dump in CSV.,2025-07-09 00:00:00,Closed,2025-07-12 00:00:00
10845,kevin21@example.com,9230519319,Technical Support,Can’t sync data across devices.,2025-04-14 00:00:00,Closed,2025-04-27 00:00:00
10844,jose82@example.org,8008443173,Login Issue,Cannot log in on mobile app.,2025-02-12 00:00:00,Closed,2025-02-17 00:00:00
10843,powersjoshua@example.org,5893808267,Feature Request,Add AI auto-suggestions for forms.,2025-07-12 00:00:00,Closed,2025-07-13 00:00:00
10842,brad78@example.org,1334945111,Subscription Cancellation,Auto-renew not turned off.,2025-02-02 00:00:00,Closed,2025-02-10 00:00:00
10841,derek46@example.com,952428162,Payment Failure,EMI option not available anymore.,2025-06-02 00:00:00,Closed,2025-06-06 00:00:00
10840,michaeledwards@example.net,4530988018,UI Feedback,Filter section takes too much space.,2025-03-07 00:00:00,Closed,2025-03-11 00:00:00
10839,abaker@example.net,8144525880,Feature Request,Save filter views for reuse.,2025-07-20 00:00:00,Closed,2025-07-27 00:00:00
10838,theresabrooks@example.org,3321444464,Login Issue,Redirect loop after logging in.,2025-07-03 00:00:00,Closed,2025-07-04 00:00:00
10837,phernandez@example.com,8420264627,Login Issue,Account locked after failed attempts.,2025-04-21 00:00:00,Closed,2025-04-25 00:00:00
10836,adamsdenise@example.com,8938745132,Technical Support,Live chat not launching.,2025-04-05 00:00:00,Closed,2025-04-10 00:00:00
10835,anita93@example.net,1333791484,Feature Request,Can we have auto-save for drafts?,2025-05-30 00:00:00,Closed,2025-06-02 00:00:00
10834,christine10@example.net,3571197329,Billing Problem,Unable to update billing address.,2025-02-11 00:00:00,Closed,2025-02-22 00:00:00
10833,dcarlson@example.com,6365623091,Payment Failure,Payment gateway not redirecting.,2025-05-12 00:00:00,Closed,2025-05-29 00:00:00
10832,colesarah@example.net,7125663316,Account Suspension,Account banned during payment process.,2025-04-08 00:00:00,Closed,2025-04-10 00:00:00
10831,brockjennifer@example.com,1020334100,Data Export,Charts not included in report export.,2025-06-21 00:00:00,Closed,2025-06-25 00:00:00
10830,ktorres@example.org,8813320939,Payment Failure,Need help with failed subscription payment.,2025-03-21 00:00:00,Closed,2025-04-04 00:00:00
10829,petermurphy@example.net,109879504,Data Export,Need export in regional time zone.,2025-05-06 00:00:00,Closed,2025-05-07 00:00:00
10828,matthewhansen@example.com,140950785,Billing Problem,Duplicate transaction found.,2025-06-16 00:00:00,Closed,2025-06-18 00:00:00
10827,zvillarreal@example.net,5464820012,Feature Request,Can we have auto-save for drafts?,2025-03-30 00:00:00,Closed,2025-04-03 00:00:00
10826,mitchellkatherine@example.net,3129190951,Bug Report,Filter not retaining after refresh.,2025-05-11 00:00:00,Closed,2025-05-12 00:00:00
10825,vfuller@example.com,5143651671,Subscription Cancellation,Wrong account cancelled.,2025-05-16 00:00:00,Closed,2025-05-28 00:00:00
10824,lisa31@example.net,953911907,Billing Problem,Refund not credited after 7 days.,2025-02-14 00:00:00,Closed,2025-02-15 00:00:00
10823,claudiamurray@example.net,5015244871,Data Export,Fields are missing in exported report.,2025-07-01 00:00:00,Closed,2025-07-09 00:00:00
10822,allenkevin@example.com,6911727471,Subscription Cancellation,Still charged after cancellation.,2025-03-05 00:00:00,Closed,2025-03-09 00:00:00
10821,laurieprice@example.net,5981958069,Subscription Cancellation,Data wiped immediately after cancel.,2025-04-25 00:00:00,Closed,2025-05-04 00:00:00
10820,nancythompson@example.net,1961198320,Billing Problem,Bill shows usage I didn’t make.,2025-07-23 00:00:00,Closed,2025-08-08 00:00:00
10819,davidkelly@example.net,4294110967,Payment Failure,Need help with failed subscription payment.,2025-02-28 00:00:00,Closed,2025-03-02 00:00:00
10818,edwardkhan@example.com,8328676015,Bug Report,Check/uncheck box not saving state.,2025-04-16 00:00:00,Closed,2025-04-26 00:00:00
10817,edwinhampton@example.net,592001185,Data Export,Zip file corrupted during export.,2025-05-11 00:00:00,Closed,2025-05-20 00:00:00
10816,angelawilliams@example.com,7562650456,Account Suspension,Unjustified account suspension request.,2025-02-03 00:00:00,Closed,2025-02-08 00:00:00
10815,justinmckee@example.com,3489755960,Technical Support,Cannot upload files to cloud.,2025-04-10 00:00:00,Closed,2025-04-16 00:00:00
10814,oneilltaylor@example.org,9454695734,Billing Problem,Unable to update billing address.,2025-06-29 00:00:00,Closed,2025-07-03 00:00:00
10813,emilythomas@example.net,7744171148,Payment Failure,Payment gateway not redirecting.,2025-04-23 00:00:00,Closed,2025-05-05 00:00:00
10812,pcantu@example.net,2414189911,Account Suspension,Support says I’m blacklisted — why?,2025-02-10 00:00:00,Closed,2025-02-15 00:00:00
10811,dana92@example.com,257160179,Data Export,Time range in export is incorrect.,2025-04-24 00:00:00,Closed,2025-04-30 00:00:00
10810,zowen@example.org,3669183341,Billing Problem,Invoice still shows old company name.,2025-05-10 00:00:00,Closed,2025-05-12 00:00:00
10809,wanglauren@example.org,846701789,Feature Request,Multi-user role system would help.,2025-06-22 00:00:00,Closed,2025-06-24 00:00:00
10808,yharvey@example.org,8197252106,Subscription Cancellation,Want refund for unused days.,2025-03-12 00:00:00,Closed,2025-03-18 00:00:00
10807,millerangela@example.com,5497685210,Data Export,Can’t schedule data export.,2025-07-21 00:00:00,Closed,2025-07-28 00:00:00
10806,jonestheresa@example.net,3691710261,Subscription Cancellation,Auto-renew not turned off.,2025-04-01 00:00:00,Closed,2025-04-07 00:00:00
10805,aaronhuff@example.net,8235770567,Data Export,Zip file corrupted during export.,2025-03-17 00:00:00,Closed,2025-03-19 00:00:00
10804,fgarcia@example.net,638402858,Feature Request,Can we have auto-save for drafts?,2025-02-01 00:00:00,Closed,2025-02-03 00:00:00
10803,jonesdonald@example.net,8615581306,Payment Failure,Charged twice for one payment.,2025-06-19 00:00:00,Closed,2025-06-22 00:00:00
10802,maddenmegan@example.org,8410638642,Data Export,Need export in regional time zone.,2025-07-17 00:00:00,Closed,2025-07-19 00:00:00
10801,jillsanchez@example.org,3442146798,Payment Failure,Charged twice for one payment.,2025-03-02 00:00:00,Closed,2025-03-04 00:00:00
10800,melanie78@example.com,3655958149,Feature Request,Suggesting calendar integration.,2025-02-18 00:00:00,Closed,2025-02-22 00:00:00
10799,kenneth08@example.org,3573995383,Feature Request,Multi-user role system would help.,2025-05-19 00:00:00,Opened,0001-01-01 00:00:00
10798,kimwoods@example.com,4366204291,Account Suspension,Appeal submitted but no response yet.,2025-06-25 00:00:00,Closed,2025-06-26 00:00:00
10797,joshuacoleman@example.com,9781559213,Technical Support,White screen on startup.,2025-05-03 00:00:00,Closed,2025-05-10 00:00:00
10796,swansonthomas@example.com,4936040127,UI Feedback,Sidebar hides important links.,2025-04-19 00:00:00,Closed,2025-05-01 00:00:00
10795,deniseberry@example.net,5393423524,Technical Support,Graphs not rendering properly.,2025-03-13 00:00:00,Closed,2025-03-14 00:00:00
10794,kimberlysnyder@example.com,3662552210,Billing Problem,Unable to update billing address.,2025-07-14 00:00:00,Closed,2025-07-18 00:00:00
10793,nwhite@example.net,4546316202,Feature Request,Request feature to duplicate projects.,2025-04-18 00:00:00,Closed,2025-05-03 00:00:00
10792,cwilliams@example.net,6841217737,Feature Request,Include a mobile-first UI option.,2025-02-15 00:00:00,Closed,2025-02-24 00:00:00
10791,mcleanjoseph@example.net,7019062297,Technical Support,Error 500 on accessing dashboard.,2025-05-06 00:00:00,Closed,2025-05-09 00:00:00
10790,seanbrooks@example.com,191502515,UI Feedback,Filter section takes too much space.,2025-05-13 00:00:00,Closed,2025-05-19 00:00:00
10789,veronicameza@example.com,9222184573,Technical Support,Can’t sync data across devices.,2025-03-08 00:00:00,Opened,0001-01-01 00:00:00
10788,hmccarthy@example.com,1932332086,UI Feedback,Tooltips not displaying on hover.,2025-02-26 00:00:00,Closed,2025-03-09 00:00:00
10787,stewartmarie@example.com,3763993707,Subscription Cancellation,Subscription stuck in pending cancel state.,2025-07-21 00:00:00,Closed,2025-07-22 00:00:00
10786,hubbardangela@example.com,8441365620,Feature Request,Can you include language translation?,2025-07-24 00:00:00,Closed,2025-07-26 00:00:00
10785,pearsonroger@example.org,6907395315,Account Suspension,Need help lifting restrictions.,2025-07-18 00:00:00,Closed,2025-07-26 00:00:00
10784,ashley56@example.org,3485340647,Feature Request,Can you include language translation?,2025-07-01 00:00:00,Closed,2025-07-02 00:00:00
10783,autumnrodriguez@example.net,9645491118,Login Issue,Forgot my password and reset isn’t working.,2025-06-13 00:00:00,Closed,2025-06-18 00:00:00
10782,courtneyjackson@example.com,8153879020,Data Export,Zip file corrupted during export.,2025-03-15 00:00:00,Closed,2025-03-19 00:00:00
10781,anne12@example.com,8296896067,Feature Request,Include a mobile-first UI option.,2025-07-22 00:00:00,Closed,2025-07-25 00:00:00
10780,kevin97@example.com,1539702118,Account Suspension,"Got auto-ban, never violated terms.",2025-06-24 00:00:00,Closed,2025-06-27 00:00:00
10779,hardingtravis@example.net,1680169552,Bug Report,Back button doesn’t work.,2025-05-31 00:00:00,Closed,2025-06-05 00:00:00
10778,reesemonique@example.net,3177215592,Feature Request,Save filter views for reuse.,2025-06-18 00:00:00,Closed,2025-06-22 00:00:00
10777,clarkmarie@example.net,7847489096,Technical Support,Can’t sync data across devices.,2025-06-12 00:00:00,Closed,2025-06-18 00:00:00
10776,bellzachary@example.org,2175309779,Data Export,Export email not received.,2025-05-20 00:00:00,Closed,2025-05-21 00:00:00
10775,john66@example.net,4397897337,Payment Failure,3D secure failed mid-payment.,2025-06-06 00:00:00,Closed,2025-06-16 00:00:00
10774,grayheather@example.com,9087800439,UI Feedback,Alignment issues in forms.,2025-07-02 00:00:00,Closed,2025-07-10 00:00:00
10773,spencerjames@example.net,815734588,Billing Problem,Duplicate transaction found.,2025-05-02 00:00:00,Closed,2025-05-08 00:00:00
10772,conniebarnes@example.org,9618840692,UI Feedback,Dark mode missing in login.,2025-06-08 00:00:00,Closed,2025-06-10 00:00:00
